original,patched
https://github.com/google/snappy/commit/6a2b78a379e4a6ca11eaacb3e26bea397a46d74b,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_snappy_6a2b78a379e4a6ca11eaacb3e26bea397a46d74b.patch
https://github.com/google/snappy/commit/6c6e890ef961260b60f9f9a2051ac4618dbd06bd,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_snappy_6c6e890ef961260b60f9f9a2051ac4618dbd06bd.patch
https://github.com/google/snappy/commit/7b82423c597bfed223dff27f880fe91e169375b4,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_snappy_7b82423c597bfed223dff27f880fe91e169375b4.patch
https://github.com/google/snappy/commit/9c42b71b19da081767de587e302ea5f635a67281,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_snappy_9c42b71b19da081767de587e302ea5f635a67281.patch
https://github.com/google/snappy/commit/9cc3689b2120bd25a74f264f05ed8692c9e22dfe,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_snappy_9cc3689b2120bd25a74f264f05ed8692c9e22dfe.patch
https://github.com/google/snappy/commit/a2d219a8a801ae522bac8e966de005fcb336821b,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_snappy_a2d219a8a801ae522bac8e966de005fcb336821b.patch
https://github.com/google/snappy/commit/aeb5de55a9c646ca334e4f6252af28536ca22349,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_snappy_aeb5de55a9c646ca334e4f6252af28536ca22349.patch
https://github.com/google/snappy/commit/b3fb0b5b4b076f1af12f5c727b33e0abf723fe12,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_snappy_b3fb0b5b4b076f1af12f5c727b33e0abf723fe12.patch
https://github.com/google/snappy/commit/b4888f76161debdbcde30a64be577b82fd40de29,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_snappy_b4888f76161debdbcde30a64be577b82fd40de29.patch
https://github.com/google/snappy/commit/d261d2766fa6c7932994ed3c5b14d7911629c971,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_snappy_d261d2766fa6c7932994ed3c5b14d7911629c971.patch
https://github.com/google/snappy/commit/d643b9a98888bdc746e8b19621ab19208e79fdac,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_snappy_d643b9a98888bdc746e8b19621ab19208e79fdac.patch
https://github.com/google/snappy/commit/eb8d19fc1ebc684043e310d211585d364dca63b5,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_snappy_eb8d19fc1ebc684043e310d211585d364dca63b5.patch
https://github.com/google/snappy/commit/f2db8f77ce469ce00e33657b981e41a1bd1daf16,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_snappy_f2db8f77ce469ce00e33657b981e41a1bd1daf16.patch
https://github.com/google/snappy/commit/f52721b2b4e4949d26fa51572e3ad9000e1ed3be,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_snappy_f52721b2b4e4949d26fa51572e3ad9000e1ed3be.patch
https://github.com/guillaumeblanc/ozz-animation/commit/11acb37513b2d17ca46ea3640c9eeaa2a450ac2e,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/guillaumeblanc_ozz-animation_11acb37513b2d17ca46ea3640c9eeaa2a450ac2e.patch
https://github.com/haivision/srt/commit/88ca9ccca4984dbf61a5e1a06ac551b4dead5304,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/haivision_srt_88ca9ccca4984dbf61a5e1a06ac551b4dead5304.patch
https://github.com/haivision/srt/commit/ced76c7b778c4a91d2bd9ad735ca9089dbcd3128,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/haivision_srt_ced76c7b778c4a91d2bd9ad735ca9089dbcd3128.patch
https://github.com/haivision/srt/commit/ea86302a818681954d41aff52d5d42b23ff4dba2,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/haivision_srt_ea86302a818681954d41aff52d5d42b23ff4dba2.patch
https://github.com/intel/scalablevectorsearch/commit/46a8a59080a6fd3bee42b795c455582938f8e65b,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/intel_scalablevectorsearch_46a8a59080a6fd3bee42b795c455582938f8e65b.patch
https://github.com/jeremy-rifkin/cpptrace/commit/19eeb69810cdb64acef732180cac6108966c9d7e,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/jeremy-rifkin_cpptrace_19eeb69810cdb64acef732180cac6108966c9d7e.patch
https://github.com/jeremy-rifkin/cpptrace/commit/bc0164224e4294fa68e42165de4d80b00ef04f6f,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/jeremy-rifkin_cpptrace_bc0164224e4294fa68e42165de4d80b00ef04f6f.patch
https://github.com/jeremy-rifkin/cpptrace/commit/daed105fefbad0f1441e9191bd17e1c11507a010,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/jeremy-rifkin_cpptrace_daed105fefbad0f1441e9191bd17e1c11507a010.patch
https://github.com/jupp0r/prometheus-cpp/commit/4d668074b094c720cd6d0506115f7c198eed4487,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/jupp0r_prometheus-cpp_4d668074b094c720cd6d0506115f7c198eed4487.patch
https://github.com/kimci86/bkcrack/commit/02b53af99c70d1667c8a1fff10179d1677093901,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimci86_bkcrack_02b53af99c70d1667c8a1fff10179d1677093901.patch
https://github.com/kimci86/bkcrack/commit/446f2c143c78c2c791110ceb93a65b395faf87b2,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimci86_bkcrack_446f2c143c78c2c791110ceb93a65b395faf87b2.patch
https://github.com/kimci86/bkcrack/commit/7b4ea52d45d07b775e27b20bef0fe8d79443c27a,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimci86_bkcrack_7b4ea52d45d07b775e27b20bef0fe8d79443c27a.patch
https://github.com/kimwalisch/primecount/commit/025e6f155adf0da163a4909266652b421ee316b3,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_025e6f155adf0da163a4909266652b421ee316b3.patch
https://github.com/kimwalisch/primecount/commit/0c08034ae3039f15901f107c9c50b983ce5ffe7a,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_0c08034ae3039f15901f107c9c50b983ce5ffe7a.patch
https://github.com/kimwalisch/primecount/commit/0f3d2a76b8c45e165a327e5200bb9c72e3c52bc8,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_0f3d2a76b8c45e165a327e5200bb9c72e3c52bc8.patch
https://github.com/kimwalisch/primecount/commit/1356d14dfca48952994e4be699d57210c8799408,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_1356d14dfca48952994e4be699d57210c8799408.patch
https://github.com/kimwalisch/primecount/commit/191b9929bbed1e45fe7bdb0275a656cfe42b32f4,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_191b9929bbed1e45fe7bdb0275a656cfe42b32f4.patch
https://github.com/kimwalisch/primecount/commit/1ca6498fdfd78e53d7667ebec8c08f31a3e258ee,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_1ca6498fdfd78e53d7667ebec8c08f31a3e258ee.patch
https://github.com/kimwalisch/primecount/commit/1f519a643dbc65c21543c87754bdbfd232ca8c4c,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_1f519a643dbc65c21543c87754bdbfd232ca8c4c.patch
https://github.com/kimwalisch/primecount/commit/20a77db65b854aa02e39eb9ab7eb08f1675652e5,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_20a77db65b854aa02e39eb9ab7eb08f1675652e5.patch
https://github.com/kimwalisch/primecount/commit/21f7b8aa6440a5e33f137dc6d775dd65b89beca0,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_21f7b8aa6440a5e33f137dc6d775dd65b89beca0.patch
https://github.com/kimwalisch/primecount/commit/239dcded2d55ca7660e8b47cd7bcd3a70157fdda,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_239dcded2d55ca7660e8b47cd7bcd3a70157fdda.patch
https://github.com/kimwalisch/primecount/commit/249833bfd1ecbe578967a9a09b5c8860891bffef,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_249833bfd1ecbe578967a9a09b5c8860891bffef.patch
https://github.com/kimwalisch/primecount/commit/261c7e7d9adae2931d2d42290c7db70bc27b1206,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_261c7e7d9adae2931d2d42290c7db70bc27b1206.patch
https://github.com/kimwalisch/primecount/commit/2a5304239ccfa8c6acdf60dcbf12b85abecc2b18,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_2a5304239ccfa8c6acdf60dcbf12b85abecc2b18.patch
https://github.com/kimwalisch/primecount/commit/31d914e7f984e3d8c6daceb85ccf3a74f352dd2a,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_31d914e7f984e3d8c6daceb85ccf3a74f352dd2a.patch
https://github.com/kimwalisch/primecount/commit/38ca9a032bd832a0dee479e9dfeb66d53026b0e7,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_38ca9a032bd832a0dee479e9dfeb66d53026b0e7.patch
https://github.com/kimwalisch/primecount/commit/3a7462769cd49cc7f3fec42ca026598a8d2de20a,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_3a7462769cd49cc7f3fec42ca026598a8d2de20a.patch
https://github.com/kimwalisch/primecount/commit/3b69726b4c315d1e320aef7836953faae6adc511,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_3b69726b4c315d1e320aef7836953faae6adc511.patch
https://github.com/kimwalisch/primecount/commit/3c20a8bf6f974bcc42d2d19ce474d8c18c2790f2,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_3c20a8bf6f974bcc42d2d19ce474d8c18c2790f2.patch
https://github.com/kimwalisch/primecount/commit/3cf71dd3b1a539610ba3b26e14d704d70385d1ed,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_3cf71dd3b1a539610ba3b26e14d704d70385d1ed.patch
https://github.com/kimwalisch/primecount/commit/3e6e215334b9daca9b3537841478a29a0c450aa2,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_3e6e215334b9daca9b3537841478a29a0c450aa2.patch
https://github.com/kimwalisch/primecount/commit/40ea895c8762bd1827d2ba307f1244a8304748bd,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_40ea895c8762bd1827d2ba307f1244a8304748bd.patch
https://github.com/kimwalisch/primecount/commit/462c21d158206b0fa299b44527b41d6770a6c2d0,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_462c21d158206b0fa299b44527b41d6770a6c2d0.patch
https://github.com/kimwalisch/primecount/commit/4e857ef71ec1163034010bd98d1464bd4432d841,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_4e857ef71ec1163034010bd98d1464bd4432d841.patch
https://github.com/kimwalisch/primecount/commit/51a28fd9bc9975177b89ea69360a0c19d2a30d6a,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_51a28fd9bc9975177b89ea69360a0c19d2a30d6a.patch
https://github.com/kimwalisch/primecount/commit/5752c0bc4703535d885479c9de37964d994f41e6,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_5752c0bc4703535d885479c9de37964d994f41e6.patch
https://github.com/kimwalisch/primecount/commit/581c1db5a505b8ebd4e2704122712fdb230901f9,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_581c1db5a505b8ebd4e2704122712fdb230901f9.patch
https://github.com/kimwalisch/primecount/commit/5edc6cb7bc39d6b200aabc20773cb0db452f463a,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_5edc6cb7bc39d6b200aabc20773cb0db452f463a.patch
https://github.com/kimwalisch/primecount/commit/6932e6473a279c46a01708df87e0e632df916a0f,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_6932e6473a279c46a01708df87e0e632df916a0f.patch
https://github.com/kimwalisch/primecount/commit/6c9b0052c1472c827b9a22317f7cf3074836e8cd,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_6c9b0052c1472c827b9a22317f7cf3074836e8cd.patch
https://github.com/kimwalisch/primecount/commit/7026eacb1786cd531b5e0624ef09c3a9ed569c4d,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_7026eacb1786cd531b5e0624ef09c3a9ed569c4d.patch
https://github.com/kimwalisch/primecount/commit/70383c40524ebc4726922d12817b4c24f562ceb2,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_70383c40524ebc4726922d12817b4c24f562ceb2.patch
https://github.com/kimwalisch/primecount/commit/72274c8b555184a5a3cbfbec3e3302977ea633bc,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_72274c8b555184a5a3cbfbec3e3302977ea633bc.patch
https://github.com/kimwalisch/primecount/commit/87036f65c434ebf8a15a62acf7346fb913571a39,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_87036f65c434ebf8a15a62acf7346fb913571a39.patch
https://github.com/kimwalisch/primecount/commit/8aaf36419a86647ecccc210aa8cc52af8b2ae81b,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_8aaf36419a86647ecccc210aa8cc52af8b2ae81b.patch
https://github.com/kimwalisch/primecount/commit/9260edb579f9e656b070812587a96af8909c0ac2,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_9260edb579f9e656b070812587a96af8909c0ac2.patch
https://github.com/kimwalisch/primecount/commit/a069248d94fbf2a6157644aa10d3a486441199f9,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_a069248d94fbf2a6157644aa10d3a486441199f9.patch
https://github.com/kimwalisch/primecount/commit/a1d2c3372c6a3ee8f75bf87a58055f02af836bf7,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_a1d2c3372c6a3ee8f75bf87a58055f02af836bf7.patch
https://github.com/kimwalisch/primecount/commit/a7da3009418da5e18a8b4caf99418ef95a414b92,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_a7da3009418da5e18a8b4caf99418ef95a414b92.patch
https://github.com/kimwalisch/primecount/commit/ad21808762dce8fc542f8873e8ee08668851a03e,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_ad21808762dce8fc542f8873e8ee08668851a03e.patch
https://github.com/kimwalisch/primecount/commit/b6cc25461ac306f480b113e837aa7826ff809492,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_b6cc25461ac306f480b113e837aa7826ff809492.patch
https://github.com/kimwalisch/primecount/commit/bdc5fa5b7a3f682084989a6738c97e917fd27177,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_bdc5fa5b7a3f682084989a6738c97e917fd27177.patch
https://github.com/kimwalisch/primecount/commit/c1ba2af6288d5bd7d324df47dc77127cb68fe470,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_c1ba2af6288d5bd7d324df47dc77127cb68fe470.patch
https://github.com/kimwalisch/primecount/commit/c1e2a724ea2e559a59f9e5694bc1c280be42b1da,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_c1e2a724ea2e559a59f9e5694bc1c280be42b1da.patch
https://github.com/kimwalisch/primecount/commit/c57732242ee077edf013cebd5fd6e92bea015eb6,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_c57732242ee077edf013cebd5fd6e92bea015eb6.patch
https://github.com/kimwalisch/primecount/commit/c7fb8352b670032fdab504f956c990b896e974d8,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_c7fb8352b670032fdab504f956c990b896e974d8.patch
https://github.com/kimwalisch/primecount/commit/cb5a5068744256c2e08d29b43df7e6d6a52fa580,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_cb5a5068744256c2e08d29b43df7e6d6a52fa580.patch
https://github.com/kimwalisch/primecount/commit/cd0201008e85db06308814b3ef71d8ef16cb38fb,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_cd0201008e85db06308814b3ef71d8ef16cb38fb.patch
https://github.com/kimwalisch/primecount/commit/d3dd3fea3af789bc936e667828cec4bd56127fea,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_d3dd3fea3af789bc936e667828cec4bd56127fea.patch
https://github.com/kimwalisch/primecount/commit/d76bb9194dfeedf90ba6312f9fbc6f3276bc613a,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_d76bb9194dfeedf90ba6312f9fbc6f3276bc613a.patch
https://github.com/kimwalisch/primecount/commit/db6cbac1d2c6958bfa75fd134ef28065c27fd872,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_db6cbac1d2c6958bfa75fd134ef28065c27fd872.patch
https://github.com/kimwalisch/primecount/commit/dcbdf528355685b9ccf849b3d1fd57ccab6e28d9,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_dcbdf528355685b9ccf849b3d1fd57ccab6e28d9.patch
https://github.com/kimwalisch/primecount/commit/e0b0f5abcb422adc2a84391008b09252bfe21ef1,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_e0b0f5abcb422adc2a84391008b09252bfe21ef1.patch
https://github.com/kimwalisch/primecount/commit/ea883f91b057cab50e3c8bdcc5d6a83487a7788d,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_ea883f91b057cab50e3c8bdcc5d6a83487a7788d.patch
https://github.com/kimwalisch/primecount/commit/f0e6ad416b366f84fee4425d0c462022cd724919,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_f0e6ad416b366f84fee4425d0c462022cd724919.patch
https://github.com/kimwalisch/primecount/commit/f4f736d8bf16c6405a0e50cf1cc6bd06bf4f5cf1,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_f4f736d8bf16c6405a0e50cf1cc6bd06bf4f5cf1.patch
https://github.com/kimwalisch/primecount/commit/f635472de33c5256dd06dc3743542649083afbfe,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_f635472de33c5256dd06dc3743542649083afbfe.patch
https://github.com/kimwalisch/primecount/commit/fbfe601ab956b8c1ee1c741a0877d253f9a6a434,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primecount_fbfe601ab956b8c1ee1c741a0877d253f9a6a434.patch
https://github.com/kimwalisch/primesieve/commit/1aa2eee9cc6fbd37d6db494d26bad79f1fa57a7b,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primesieve_1aa2eee9cc6fbd37d6db494d26bad79f1fa57a7b.patch
https://github.com/kimwalisch/primesieve/commit/4e0a1c751caa197db420305074b4c2745963b164,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primesieve_4e0a1c751caa197db420305074b4c2745963b164.patch
https://github.com/kimwalisch/primesieve/commit/502b9c3ee3ea1466602c98e351aeb2546c2604be,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primesieve_502b9c3ee3ea1466602c98e351aeb2546c2604be.patch
https://github.com/kimwalisch/primesieve/commit/7d76c2ae890eb43e7ff0b384be0e588e783e0f5c,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primesieve_7d76c2ae890eb43e7ff0b384be0e588e783e0f5c.patch
https://github.com/kimwalisch/primesieve/commit/9d647cb4c927f38350e6ec2f986a8778f1adb325,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primesieve_9d647cb4c927f38350e6ec2f986a8778f1adb325.patch
https://github.com/kimwalisch/primesieve/commit/9f715995b65a0da323c38832d06be0a2b049a77b,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primesieve_9f715995b65a0da323c38832d06be0a2b049a77b.patch
https://github.com/kimwalisch/primesieve/commit/ce83a0ef12e77df19a658f61f2fda8f814e6c38f,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primesieve_ce83a0ef12e77df19a658f61f2fda8f814e6c38f.patch
https://github.com/kimwalisch/primesieve/commit/d3e240719a4c2d64859f7e9f960c172f194d3820,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primesieve_d3e240719a4c2d64859f7e9f960c172f194d3820.patch
https://github.com/kimwalisch/primesieve/commit/d41acfa326916c7b1749e9b0e61dc8b6142ab76f,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primesieve_d41acfa326916c7b1749e9b0e61dc8b6142ab76f.patch
https://github.com/kimwalisch/primesieve/commit/e19f8d2b7c26bbee463e43399de833b1421a112c,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primesieve_e19f8d2b7c26bbee463e43399de833b1421a112c.patch
https://github.com/kimwalisch/primesieve/commit/fd75e4c96f702277c33f2913b868767fef318982,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/kimwalisch_primesieve_fd75e4c96f702277c33f2913b868767fef318982.patch
https://github.com/libgeos/geos/commit/1821b67432de802ead6f0c655c93e74e03ffd267,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/libgeos_geos_1821b67432de802ead6f0c655c93e74e03ffd267.patch
https://github.com/libgeos/geos/commit/60e0ae2b8f5d1df0d95cfe95eba2ba4f1cbd816e,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/libgeos_geos_60e0ae2b8f5d1df0d95cfe95eba2ba4f1cbd816e.patch
https://github.com/libgeos/geos/commit/629c2f6939f30a4b19682a87915fb2457a90db3c,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/libgeos_geos_629c2f6939f30a4b19682a87915fb2457a90db3c.patch
https://github.com/libgeos/geos/commit/66beb4176912f3daceba65eabfc5542e6047cb60,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/libgeos_geos_66beb4176912f3daceba65eabfc5542e6047cb60.patch
https://github.com/libgeos/geos/commit/737904ec0274e64d2cd5079d0ee2988855b83a41,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/libgeos_geos_737904ec0274e64d2cd5079d0ee2988855b83a41.patch
https://github.com/libgeos/geos/commit/c2a1d40c2d86f0b6f8028d4965ffa2aef79473d7,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/libgeos_geos_c2a1d40c2d86f0b6f8028d4965ffa2aef79473d7.patch
https://github.com/libgeos/geos/commit/d1bfd096694b7dd13030f5880805efc5c7c5a933,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/libgeos_geos_d1bfd096694b7dd13030f5880805efc5c7c5a933.patch
https://github.com/libgeos/geos/commit/f03a3f3f576a28f7de4517cf3e0bcc0ec33a9487,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/libgeos_geos_f03a3f3f576a28f7de4517cf3e0bcc0ec33a9487.patch
https://github.com/madmann91/bvh/commit/1b2472a44e22fcf7dc921b7eb36b7729ec97e8b5,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/madmann91_bvh_1b2472a44e22fcf7dc921b7eb36b7729ec97e8b5.patch
https://github.com/madmann91/bvh/commit/1c94c25af5bc014a65474bbf1df4f6d453c7bd7e,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/madmann91_bvh_1c94c25af5bc014a65474bbf1df4f6d453c7bd7e.patch
https://github.com/madmann91/bvh/commit/29dd50e3a299b64945c52f3a0319075abddf2183,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/madmann91_bvh_29dd50e3a299b64945c52f3a0319075abddf2183.patch
https://github.com/madmann91/bvh/commit/5b95ec87b6b5b1fdf60f55f035575ef17b4f5ae4,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/madmann91_bvh_5b95ec87b6b5b1fdf60f55f035575ef17b4f5ae4.patch
https://github.com/madmann91/bvh/commit/d3ef6ffd4c007e17ca4a6c0f4555d26b6aca0d94,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/madmann91_bvh_d3ef6ffd4c007e17ca4a6c0f4555d26b6aca0d94.patch
https://github.com/madmann91/bvh/commit/e5047b91482c3f6fc8ff89e5048750f360aa1bee,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/madmann91_bvh_e5047b91482c3f6fc8ff89e5048750f360aa1bee.patch
https://github.com/madmann91/bvh/commit/f076925f646f83d81170cbbdaec8c8c70f0cc7d0,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/madmann91_bvh_f076925f646f83d81170cbbdaec8c8c70f0cc7d0.patch
https://github.com/madmann91/bvh/commit/fe52126cd1d41f30bd476937f45b5437b2f2310d,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/madmann91_bvh_fe52126cd1d41f30bd476937f45b5437b2f2310d.patch
https://github.com/manticoresoftware/manticoresearch/commit/d77b8323f85145c0b644278265c93a023ce96cb5,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/manticoresoftware_manticoresearch_d77b8323f85145c0b644278265c93a023ce96cb5.patch
https://github.com/microsoft/snmalloc/commit/0620825df778623c30103729048c8e3d991b4e4b,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/microsoft_snmalloc_0620825df778623c30103729048c8e3d991b4e4b.patch
https://github.com/microsoft/snmalloc/commit/4212ac8e4ed134f821ebe2906bdb46ba3142c943,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/microsoft_snmalloc_4212ac8e4ed134f821ebe2906bdb46ba3142c943.patch
https://github.com/microsoft/snmalloc/commit/4620220080d2582c829954624c5a84175c05fd93,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/microsoft_snmalloc_4620220080d2582c829954624c5a84175c05fd93.patch
https://github.com/microsoft/snmalloc/commit/611d4dc6175dafbadfbecbab27e855df84feb2ff,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/microsoft_snmalloc_611d4dc6175dafbadfbecbab27e855df84feb2ff.patch
https://github.com/microsoft/snmalloc/commit/72ccb23d02afcf4ed113bf6f600c27766915d721,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/microsoft_snmalloc_72ccb23d02afcf4ed113bf6f600c27766915d721.patch
https://github.com/microsoft/snmalloc/commit/8e3f6c96e81391ade1fe6988daad0d4f4c980971,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/microsoft_snmalloc_8e3f6c96e81391ade1fe6988daad0d4f4c980971.patch
https://github.com/microsoft/snmalloc/commit/a2b56f97406b79109b0ce55a4f308d3222adebcb,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/microsoft_snmalloc_a2b56f97406b79109b0ce55a4f308d3222adebcb.patch
